Id,SalePrice,Neighborhood,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,Corner,CulDSac,FR2,FR3,Inside,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,1Fam,2Fam,Twnhs,1.5Fin,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,Gable,Hip,Others,BrkCmn,BrkFace,None,Stone,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010
306,305900,CollgCr,80.0,10386,1,0.0,1,1,1,1,8,5,3,2,1,246.0,4,3,4.0,3.0,0.0,6.0,1464,1.0,0,536,2000,1,5,1,1.0,2000,0,0,2000,1,0,2,0,3,1,4,8,0,3.0,3,888,3.0,3.0,2,168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
307,225000,SawyerW,116.0,13474,1,0.0,1,1,1,1,7,5,17,16,1,246.0,4,3,4.0,3.0,0.0,5.0,700,1.0,0,0,700,1,4,1,1.0,1122,1121,0,2243,1,0,2,1,4,1,4,8,1,2.0,3,746,3.0,3.0,2,127,44,224,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
308,89500,IDOTRR,0.0,7920,1,1.0,0,1,1,1,6,7,88,58,1,0.0,3,2,3.0,3.0,0.0,1.0,0,1.0,0,319,319,1,3,1,0.0,1035,371,0,1406,0,0,1,0,3,1,2,6,0,0.0,0,0,0.0,0.0,0,0,144,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
309,82500,Edwards,0.0,12342,1,0.0,0,1,1,1,4,5,69,59,1,0.0,3,3,3.0,3.0,0.0,4.0,262,1.0,0,599,861,1,5,1,1.0,861,0,0,861,0,0,1,0,1,1,3,4,0,1.0,2,539,3.0,3.0,2,158,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
310,360000,NridgHt,90.0,12378,1,0.0,0,1,1,1,9,5,3,2,1,0.0,4,3,5.0,3.0,3.0,6.0,1274,1.0,0,622,1896,1,5,1,1.0,1944,0,0,1944,1,0,2,0,3,1,5,8,3,3.0,3,708,3.0,3.0,2,208,175,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
311,165600,Gilbert,0.0,7685,1,0.0,0,1,1,1,6,5,13,12,1,112.0,3,3,4.0,3.0,0.0,5.0,518,1.0,0,179,697,1,4,1,1.0,697,804,0,1501,0,0,2,1,3,1,4,6,1,3.0,2,420,3.0,3.0,2,190,63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
312,132000,NAmes,50.0,8000,1,0.0,1,1,1,1,6,6,61,7,1,0.0,3,4,3.0,3.0,0.0,5.0,680,1.0,0,292,972,1,5,1,1.0,972,0,0,972,1,0,1,0,2,1,3,5,1,1.0,1,240,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
313,119900,OldTown,65.0,7800,1,0.0,1,1,1,1,5,7,67,56,1,0.0,3,3,4.0,3.0,1.0,3.0,507,1.0,0,286,793,1,3,1,1.0,793,325,0,1118,1,0,1,0,3,1,3,5,1,1.0,2,410,3.0,3.0,2,0,0,0,0,271,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
314,375000,Timber,150.0,215245,1,0.0,0,0,1,0,7,5,44,44,1,0.0,3,3,4.0,3.0,3.0,5.0,1236,3.0,820,80,2136,0,3,0,1.0,2036,0,0,2036,2,0,2,0,3,1,3,8,2,2.0,2,513,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
315,178000,OldTown,60.0,9600,1,1.0,1,1,1,1,7,7,81,16,1,0.0,3,3,3.0,4.0,0.0,2.0,16,1.0,0,712,728,1,5,1,1.0,832,809,0,1641,0,1,1,1,3,1,5,6,1,1.0,2,546,2.0,3.0,2,0,0,234,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
316,188500,Gilbert,71.0,7795,1,0.0,0,1,1,1,7,5,5,4,1,0.0,4,3,4.0,3.0,0.0,6.0,425,1.0,0,291,716,1,5,1,1.0,716,716,0,1432,1,0,2,1,3,1,4,6,1,3.0,2,432,3.0,3.0,2,100,51,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
317,260000,NWAmes,94.0,13005,1,0.0,0,1,1,1,7,7,29,29,1,278.0,4,3,4.0,3.0,0.0,6.0,692,1.0,0,153,845,1,3,1,1.0,1153,1200,0,2353,1,0,2,1,4,1,5,10,1,2.0,2,484,3.0,3.0,2,288,195,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
318,270000,Somerst,75.0,9000,1,0.0,1,1,1,1,8,5,1,1,1,0.0,4,3,4.0,3.0,2.0,1.0,0,1.0,0,1088,1088,1,5,1,1.0,1088,871,0,1959,0,0,2,1,3,1,4,8,1,2.0,3,1025,3.0,3.0,2,208,46,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
319,260000,NoRidge,90.0,9900,1,0.0,1,0,1,0,7,5,16,16,1,256.0,4,3,4.0,3.0,3.0,6.0,987,1.0,0,360,1347,1,5,1,1.0,1372,1274,0,2646,1,0,2,1,4,1,4,9,1,2.0,3,656,3.0,3.0,2,340,60,144,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
320,187500,NWAmes,0.0,14115,1,0.0,1,1,1,1,7,5,29,29,1,225.0,3,3,4.0,3.0,2.0,6.0,1036,1.0,0,336,1372,1,3,1,1.0,1472,0,0,1472,1,0,2,0,3,1,3,6,2,1.0,2,588,3.0,3.0,2,233,48,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
321,342643,NridgHt,111.0,16259,1,0.0,1,1,1,1,9,5,0,0,1,370.0,3,3,5.0,4.0,2.0,1.0,0,1.0,0,1249,1249,1,5,1,1.0,1249,1347,0,2596,0,0,3,1,4,1,4,9,0,2.0,3,840,3.0,3.0,2,240,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
322,354000,NridgHt,99.0,12099,1,0.0,0,1,1,1,8,5,3,3,1,388.0,4,3,5.0,3.0,2.0,6.0,970,1.0,0,166,1136,1,5,1,1.0,1136,1332,0,2468,1,0,2,1,4,1,4,10,1,3.0,3,872,3.0,3.0,2,184,154,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
323,301000,SawyerW,86.0,10380,1,0.0,0,1,1,1,7,5,21,20,1,172.0,4,3,3.0,3.0,3.0,2.0,28,5.0,1474,0,1502,1,5,1,1.0,1553,1177,0,2730,1,0,2,1,4,1,4,8,1,3.0,2,576,3.0,3.0,2,201,96,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
324,126175,OldTown,49.0,5820,1,0.0,1,1,1,1,3,8,51,1,1,0.0,3,4,3.0,3.0,0.0,5.0,256,1.0,0,906,1162,1,5,1,1.0,1163,0,0,1163,1,0,1,0,3,1,3,6,0,1.0,1,220,2.0,3.0,2,142,98,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
325,242000,NAmes,96.0,11275,1,0.0,1,1,1,1,7,7,43,3,0,300.0,4,4,4.0,3.0,0.0,1.0,0,1.0,0,710,710,1,5,1,1.0,1898,1080,0,2978,0,0,2,1,5,1,4,11,1,3.0,2,564,3.0,3.0,2,240,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
326,87000,IDOTRR,50.0,5000,1,0.0,1,1,1,1,5,6,66,57,1,0.0,3,3,3.0,3.0,2.0,4.0,116,1.0,0,604,720,1,1,1,0.0,803,0,0,803,0,0,1,0,2,1,3,5,0,1.0,2,360,3.0,3.0,2,0,0,244,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
327,324000,Veenker,32.0,10846,1,0.0,0,1,1,1,8,5,15,15,1,0.0,4,3,4.0,3.0,3.0,6.0,1619,1.0,0,100,1719,1,5,1,1.0,1719,0,0,1719,2,0,1,1,1,1,4,6,2,3.0,2,473,3.0,3.0,2,122,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
328,145250,NAmes,80.0,11600,1,0.0,1,1,1,1,6,5,46,46,1,175.0,3,3,3.0,3.0,0.0,3.0,565,1.0,0,818,1383,1,3,1,1.0,1383,0,0,1383,0,0,1,1,3,1,3,7,0,2.0,1,292,3.0,3.0,2,0,45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
329,214500,BrkSide,0.0,11888,1,1.0,0,0,1,1,6,6,93,15,1,0.0,3,3,3.0,3.0,0.0,1.0,0,1.0,0,844,844,1,4,1,0.0,1445,689,0,2134,0,0,2,0,5,1,4,10,0,1.0,2,441,3.0,3.0,2,0,60,268,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
330,78000,IDOTRR,60.0,6402,1,0.0,1,1,1,1,5,5,89,59,1,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,596,596,1,3,1,1.0,596,596,0,1192,0,0,1,0,3,1,3,6,0,1.0,1,189,2.0,2.0,0,0,0,137,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
331,119000,NAmes,0.0,10624,1,0.0,0,1,1,1,5,4,43,43,1,84.0,3,3,3.0,3.0,0.0,6.0,40,3.0,264,1424,1728,1,3,1,1.0,1728,0,0,1728,0,1,2,0,6,2,3,10,0,1.0,1,352,3.0,3.0,2,155,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
332,139000,NAmes,70.0,8176,1,0.0,1,1,1,1,5,6,49,15,1,0.0,3,3,3.0,3.0,0.0,3.0,846,1.0,0,210,1056,1,2,1,1.0,1056,0,0,1056,1,0,1,0,3,1,3,6,0,2.0,1,308,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
333,284000,NridgHt,85.0,10655,1,0.0,0,1,1,1,8,5,6,5,1,296.0,4,3,4.0,3.0,0.0,6.0,1124,0.0,479,1603,3206,1,5,1,1.0,1629,0,0,1629,1,0,2,0,3,1,4,7,1,2.0,3,880,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
334,207000,NridgHt,59.0,8198,1,0.0,1,1,1,1,7,5,4,4,1,146.0,4,3,4.0,3.0,2.0,6.0,720,1.0,0,638,1358,1,5,1,1.0,1358,0,0,1358,1,0,2,0,2,1,4,6,1,2.0,2,484,3.0,3.0,2,192,30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
335,192000,Gilbert,59.0,9042,1,0.0,0,1,1,1,6,5,10,10,1,0.0,3,3,4.0,3.0,3.0,6.0,828,1.0,0,115,943,1,4,1,1.0,943,695,0,1638,1,0,2,1,3,1,3,7,2,3.0,2,472,3.0,3.0,2,100,38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
336,228950,Timber,0.0,164660,0,0.0,0,0,1,0,5,6,43,43,1,0.0,3,3,3.0,3.0,3.0,5.0,1249,4.0,147,103,1499,1,5,1,1.0,1619,167,0,1786,2,0,2,0,3,1,3,7,2,3.0,2,529,3.0,3.0,2,670,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
337,377426,StoneBr,86.0,14157,1,0.0,0,0,1,1,9,5,2,1,1,200.0,4,3,5.0,3.0,3.0,6.0,1249,1.0,0,673,1922,1,5,1,1.0,1922,0,0,1922,1,0,2,0,3,1,4,8,1,3.0,3,676,3.0,3.0,2,178,51,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
338,214000,CollgCr,70.0,9135,1,0.0,1,1,1,1,7,5,6,5,1,113.0,4,3,4.0,3.0,2.0,6.0,810,1.0,0,726,1536,1,5,1,1.0,1536,0,0,1536,1,0,2,0,3,1,4,7,0,2.0,2,532,3.0,3.0,2,192,74,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
339,202500,NWAmes,91.0,14145,1,0.0,1,1,1,1,7,7,22,8,1,0.0,4,3,4.0,3.0,1.0,5.0,213,1.0,0,995,1208,1,5,1,1.0,1621,0,0,1621,1,0,2,0,3,1,4,8,0,2.0,2,440,3.0,3.0,2,108,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
340,155000,NAmes,66.0,12400,1,0.0,0,1,1,1,6,7,51,11,1,176.0,3,3,3.0,2.0,0.0,3.0,585,1.0,0,630,1215,1,3,1,0.0,1215,0,0,1215,0,0,1,0,3,1,3,6,0,1.0,1,297,3.0,3.0,2,0,0,0,0,234,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
341,202900,Timber,85.0,14191,1,0.0,1,1,1,1,8,5,8,8,1,0.0,4,3,4.0,3.0,0.0,1.0,0,1.0,0,967,967,1,5,1,1.0,993,915,0,1908,0,0,2,1,4,1,4,9,0,3.0,2,431,3.0,3.0,2,135,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
342,82000,SawyerW,60.0,8400,1,0.0,1,1,1,1,4,4,59,59,1,0.0,2,2,3.0,2.0,0.0,1.0,0,1.0,0,721,721,1,4,1,1.0,841,0,0,841,0,0,1,0,2,1,3,4,0,1.0,1,294,3.0,3.0,0,250,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
343,87500,NAmes,0.0,8544,1,0.0,1,1,1,1,3,4,57,56,1,340.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,0,0.0,1040,0,0,1040,0,0,2,0,2,2,3,6,0,1.0,2,400,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
344,266000,NridgHt,63.0,8849,1,0.0,0,1,1,1,9,5,3,3,1,616.0,5,3,5.0,3.0,0.0,6.0,28,1.0,0,1656,1684,1,5,1,1.0,1684,0,0,1684,0,0,2,0,2,1,5,6,1,2.0,2,564,3.0,3.0,2,495,72,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
345,85000,MeadowV,36.0,2592,1,0.0,1,1,1,1,5,3,34,34,1,0.0,3,3,4.0,3.0,0.0,3.0,129,4.0,232,175,536,1,3,1,1.0,536,576,0,1112,0,0,1,1,3,1,3,4,0,1.0,1,336,3.0,3.0,2,182,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
346,140200,BrkSide,65.0,6435,1,0.0,1,1,1,1,6,5,67,56,1,0.0,3,3,3.0,3.0,0.0,1.0,0,1.0,0,972,972,1,4,1,1.0,972,605,0,1577,0,0,1,0,3,1,2,6,1,1.0,1,312,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
347,151500,NAmes,0.0,12772,1,0.0,0,1,1,1,6,8,47,9,1,0.0,3,4,3.0,3.0,1.0,4.0,498,1.0,0,460,958,1,3,1,1.0,958,0,0,958,0,0,1,0,2,1,3,5,0,2.0,1,301,3.0,3.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
348,157500,NAmes,0.0,17600,1,0.0,0,1,1,1,6,5,49,49,1,30.0,3,3,3.0,3.0,0.0,4.0,1270,1.0,0,208,1478,1,5,1,0.0,1478,0,0,1478,1,0,2,0,3,1,3,6,2,1.0,2,498,3.0,3.0,2,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
349,154000,NridgHt,36.0,2448,1,0.0,1,1,1,1,7,5,5,4,1,106.0,4,3,4.0,3.0,0.0,6.0,573,1.0,0,191,764,1,5,1,1.0,764,862,0,1626,1,0,2,1,2,1,4,6,0,2.0,2,474,3.0,3.0,2,0,27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
350,437154,NridgHt,56.0,20431,1,0.0,0,1,1,1,9,5,1,0,1,870.0,5,3,5.0,3.0,0.0,6.0,1410,1.0,0,438,1848,1,5,1,1.0,1848,880,0,2728,1,0,2,1,4,1,5,10,2,3.0,3,706,3.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
351,318061,NridgHt,68.0,7820,1,0.0,0,1,1,1,9,5,0,0,1,362.0,5,3,5.0,3.0,0.0,1.0,0,1.0,0,1869,1869,1,5,1,1.0,1869,0,0,1869,0,0,2,0,2,1,5,6,1,2.0,2,617,3.0,3.0,2,210,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
352,190000,ClearCr,0.0,5271,1,0.0,0,0,1,0,7,5,20,20,1,0.0,3,3,4.0,3.0,3.0,6.0,1082,1.0,0,371,1453,1,4,1,1.0,1453,0,0,1453,1,0,1,1,2,1,4,6,1,2.0,2,445,3.0,3.0,2,0,80,0,0,184,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
353,95000,Edwards,60.0,9084,1,0.0,1,1,1,1,5,6,67,58,1,0.0,3,3,3.0,2.0,1.0,2.0,236,3.0,380,0,616,1,3,1,1.0,616,495,0,1111,0,1,1,0,3,1,3,5,0,1.0,1,200,3.0,2.0,2,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
354,105900,OldTown,60.0,8520,1,0.0,1,1,1,1,6,8,82,7,1,0.0,3,4,3.0,3.0,0.0,1.0,0,1.0,0,624,624,1,4,1,1.0,720,0,0,720,0,0,1,0,2,1,3,5,0,1.0,2,484,3.0,3.0,2,106,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
355,140000,SWISU,60.0,8400,1,0.0,1,0,1,1,6,5,66,6,1,0.0,3,3,3.0,3.0,0.0,2.0,388,1.0,0,552,940,1,5,1,1.0,1192,403,0,1595,0,0,1,0,2,1,3,6,2,1.0,1,240,3.0,3.0,2,0,0,108,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
356,177500,CollgCr,105.0,11249,1,0.0,0,1,1,1,6,5,12,12,1,0.0,4,4,4.0,4.0,0.0,5.0,334,4.0,544,322,1200,1,5,1,1.0,1200,0,0,1200,1,0,2,0,3,1,4,6,0,2.0,2,521,3.0,3.0,2,0,26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
357,173000,Gilbert,0.0,9248,1,0.0,0,1,1,1,6,6,17,17,1,106.0,3,3,4.0,3.0,0.0,6.0,560,1.0,0,598,1158,1,4,1,1.0,1167,0,0,1167,1,0,2,0,3,1,4,6,0,2.0,2,400,3.0,3.0,2,120,26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
